OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
YAHSAT 1A,2011-016B,2026-05-18T01:54:38.767968,1.00272699,.0002789,0.0136,319.3537,101.0362,256.5373,0,U,37393,999,4210,0,0,0
SBIRS GEO-1 (USA 230),2011-019A,2026-05-18T01:54:38.767968,1.00272411,.0002281,4.4713,53.1331,355.9024,267.2019,0,U,37481,999,5509,0,.103E-5,0
TELSTAR 14R,2011-021A,2026-05-17T22:50:24.941184,1.00270956,.0002073,0.0681,91.8271,317.7322,105.6962,0,U,37602,999,5553,0,-.275E-5,0
GSAT-8,2011-022A,2026-05-18T01:54:38.767968,1.00272026,.0003617,2.0543,82.1663,220.8357,16.5027,0,U,37605,999,5291,0,.89E-6,0
ST-2,2011-022B,2026-05-18T03:55:21.611712,1.00271293,.0001634,0.0165,312.1319,109.6137,320.9493,0,U,37606,999,5497,0,0,0
ZHONGXING-10,2011-026A,2026-05-17T21:37:00.914592,1.00268075,.00030551,0.9678,84.5109,343.8109,217.0142,0,U,37677,999,5469,0,-.182E-5,0
SES-3,2011-035A,2026-05-17T22:26:38.574816,1.00271234,.0002777,1.2493,83.3815,333.1680,52.7529,0,U,37748,999,5429,0,-.97E-6,0
KAZSAT-2,2011-035B,2026-05-17T21:37:00.914592,1.00268572,.00003399,0.0429,258.8800,231.2540,156.2091,0,U,37749,999,5309,0,-.191E-5,0
BEIDOU-2 IGSO-4,2011-038A,2026-05-17T01:18:21.538080,1.00290692,.01583404,54.5924,165.9512,231.2358,308.9707,0,U,37763,999,5433,0,.65E-6,0
ASTRA 1N,2011-041A,2026-05-18T01:23:02.853024,1.00271403,.0005652,0.1083,53.1555,19.9801,202.5735,0,U,37775,999,4422,0,.124E-5,0
BSAT-3C (JCSAT-110R),2011-041B,2026-05-17T21:44:03.784704,1.00269885,.00000942,0.0194,355.0681,115.7679,200.7729,0,U,37776,999,5016,0,-.345E-5,0
PAKSAT-1R,2011-042A,2026-05-18T01:07:38.703936,1.00274965,.0003,0.6113,84.8087,335.2637,230.5729,0,U,37779,999,5417,0,.158E-5,0
SES-2,2011-049A,2026-05-18T03:56:38.747040,1.00270328,.0002615,0.0673,97.0912,314.8891,156.0460,0,U,37809,999,5366,0,-.191E-5,0
ARABSAT-5C,2011-049B,2026-05-18T01:15:38.668032,1.00271377,.0003084,0.0543,12.2645,59.7760,202.6070,0,U,37810,999,5373,0,.128E-5,0
EUTELSAT 7 WEST A,2011-051A,2026-05-18T01:39:38.517984,1.00271313,.0003758,0.0833,34.9531,21.6668,196.7418,0,U,37816,999,5357,0,-.56E-6,0
QUETZSAT 1,2011-054A,2026-05-18T03:39:55.199808,1.00270017,.0002456,0.0591,85.1227,325.5271,163.1874,0,U,37826,999,4957,0,-.237E-5,0
INTELSAT 18 (IS-18),2011-056A,2026-05-17T20:56:38.831424,1.00271083,.00015634,0.0169,321.1938,89.0143,319.5345,0,U,37834,999,5350,0,.58E-6,0
EUTELSAT 16A,2011-057A,2026-05-18T01:23:38.853312,1.00273631,.0005999,0.0557,22.2798,41.1352,209.2525,0,U,37836,999,703,0,.109E-5,0
VIASAT-1,2011-059A,2026-05-17T22:34:38.506080,1.00271822,.0002102,0.0149,298.4314,116.0610,44.7085,0,U,37843,999,4702,0,-.19E-6,0
ASIASAT 7,2011-069A,2026-05-17T21:42:48.905280,1.00273245,.00013887,0.0474,101.0773,292.6946,273.0393,0,U,37933,999,4455,0,-.329E-5,0
BEIDOU-2 IGSO-5,2011-073A,2026-05-17T20:27:21.786336,1.00255237,.0112017,47.7357,271.9194,220.5714,142.2249,0,U,37948,999,5283,0,-.175E-5,0
LUCH-5A,2011-074B,2026-05-18T02:19:38.978688,1.00274566,.0002141,8.6793,74.2392,329.5977,33.9739,0,U,37951,999,5275,0,-.46E-6,0
NIGCOMSAT 1R,2011-077A,2026-05-17T23:54:38.672352,1.00270784,.0002547,0.0445,123.8259,222.3285,290.6922,0,U,38014,999,5265,0,.15E-5,0
WGS F4 (USA 233),2012-003A,2026-05-18T03:55:21.611712,1.00270707,.0001643,0.0143,316.1881,324.2406,102.6686,0,U,38070,999,4384,0,0,0
SES-4,2012-007A,2026-05-18T01:47:38.461344,1.00272030,.0002417,0.0267,26.1680,36.1225,178.3981,0,U,38087,999,5192,0,-.163E-5,0
BEIDOU-2 G5,2012-008A,2026-05-17T21:29:18.856032,1.00272379,.00109735,3.4981,69.8672,270.1102,276.6126,0,U,38091,999,5206,0,.62E-6,0
MUOS-1,2012-009A,2026-05-18T04:04:38.694720,1.00272045,.0059354,5.4161,47.1750,359.5137,150.4101,0,U,38093,999,5214,0,-.126E-5,0
INTELSAT 22 (IS-22),2012-011A,2026-05-18T05:17:38.816160,1.00270141,.0002041,0.0024,357.1563,71.2842,318.9967,0,U,38098,999,688,0,-.54E-6,0
APSTAR-7,2012-013A,2026-05-17T19:51:50.701824,1.00270528,.00023123,0.0187,303.8469,115.3258,190.8161,0,U,38107,999,5150,0,0,0
YAHSAT 1B,2012-016A,2026-05-18T01:54:38.767968,1.00277091,.0002525,0.0870,91.3174,329.5845,251.1456,0,U,38245,999,4530,0,.13E-5,0
AEHF-2 (USA 235),2012-019A,2026-05-18T01:47:38.461344,1.00271881,.0002575,6.5829,57.7085,350.4807,198.0270,0,U,38254,999,668,0,-.132E-5,0
JCSAT-13,2012-023A,2026-05-17T21:48:03.402144,1.00270619,.00026959,0.0473,94.1949,351.6281,240.8089,0,U,38331,999,5123,0,-.351E-5,0
VINASAT-2,2012-023B,2026-05-17T21:50:18.187008,1.00271506,.00022761,0.0337,41.7050,27.9766,265.3600,0,U,38332,999,4635,0,-.323E-5,0
NIMIQ 6,2012-026A,2026-05-17T22:18:38.628000,1.00270265,.0002442,0.0137,318.6677,93.8076,66.7117,0,U,38342,999,5011,0,-.168E-5,0
ZHONGXING-2A,2012-028A,2026-05-18T04:50:21.612192,1.00271656,.0002786,1.3763,84.2419,36.4168,286.0820,0,U,38352,999,5099,0,-.289E-5,0
INTELSAT 19 (IS-19),2012-030A,2026-05-17T22:08:38.816736,1.00271824,.0002715,0.0144,298.0611,120.2769,315.4500,0,U,38356,999,5014,0,-.51E-6,0
ECHOSTAR 17,2012-035A,2026-05-17T22:34:38.506080,1.00270755,.0001914,0.0147,320.4659,97.1396,49.5903,0,U,38551,999,5076,0,0,0
METEOSAT-10 (MSG-3),2012-035B,2026-05-17T02:23:16.486368,1.00271166,.0001727,4.5993,61.1511,317.6287,251.8963,0,U,38552,999,5054,0,0,0
SES-5,2012-036A,2026-05-18T01:31:38.578080,1.00272294,.0001863,0.0560,304.2785,104.8387,214.5374,0,U,38652,999,4415,0,.39E-6,0
INTELSAT 20 (IS-20),2012-043A,2026-05-17T19:43:38.748864,1.00269681,.00016905,0.0078,149.4517,26.0727,64.4114,0,U,38740,999,5044,0,-.18E-6,0
HYLAS 2,2012-043B,2026-05-18T00:29:19.247424,1.00271018,.0002541,2.3505,81.4108,358.7742,90.3053,0,U,38741,999,5047,0,-.253E-5,0
INTELSAT 21 (IS-21),2012-045A,2026-05-17T20:56:07.039680,1.00272865,.00016914,0.0669,93.2754,324.2286,74.1102,0,U,38749,999,5022,0,-.279E-5,0
ASTRA 2F,2012-051A,2026-05-18T01:15:38.668032,1.00269232,.0000626,0.0531,258.9070,309.3027,74.6510,0,U,38778,999,4083,0,.154E-5,0
GSAT-10,2012-051B,2026-05-17T21:36:15.986592,1.00273189,.00072131,0.0644,262.6866,179.2989,200.6184,0,U,38779,999,4979,0,-.159E-5,0
INTELSAT 23 (IS-23),2012-057A,2026-05-18T04:55:03.626112,1.00274789,.0000635,0.0113,300.8754,154.9321,160.8659,0,U,38867,999,4965,0,-.281E-5,0
BEIDOU-2 G6,2012-059A,2026-05-17T21:36:38.450592,1.00270618,.00102214,4.3447,73.8347,319.9953,249.9896,0,U,38953,999,4960,0,-.171E-5,0
LUCH-5B,2012-061A,2026-05-17T00:35:57.479712,1.00270161,.00015776,10.4169,50.1851,172.0827,5.1519,0,U,38977,999,4929,0,-.134E-5,0
YAMAL 300K,2012-061B,2026-05-17T18:39:27.644256,1.00270347,.00004503,0.0160,278.2149,297.0431,123.0514,0,U,38978,999,4932,0,.77E-6,0
STAR ONE C3,2012-062A,2026-05-18T03:03:26.915904,1.00271679,.0002358,0.0146,301.2492,135.2104,130.2369,0,U,38991,999,4946,0,-.245E-5,0
EUTELSAT 21B,2012-062B,2026-05-18T01:15:38.668032,1.00274082,.0003077,0.0711,9.6009,51.2116,215.4516,0,U,38992,999,4952,0,.135E-5,0
ECHOSTAR 16,2012-065A,2026-05-17T20:55:07.135104,1.00270473,.00019749,0.0123,322.8647,95.9421,69.0317,0,U,39008,999,4934,0,0,0
ZHONGXING-12,2012-067A,2026-05-18T03:55:21.611712,1.00272823,.0002879,0.0040,320.1733,92.7318,329.2699,0,U,39017,999,4920,0,-.203E-5,0
EUTELSAT 70B,2012-069A,2026-05-18T02:20:38.768352,1.00271001,.0004506,0.0644,357.6000,53.0371,290.8240,0,U,39020,999,4920,0,-.39E-6,0
YAMAL 402,2012-070A,2026-05-18T01:54:38.767968,1.00270954,.0003652,1.1888,84.4981,328.7279,266.1114,0,U,39022,999,4909,0,.9E-6,0
SKYNET 5D,2012-075A,2026-05-18T01:54:38.767968,1.00270338,.0003451,0.0696,340.9492,79.7828,256.4583,0,U,39034,999,4885,0,.104E-5,0
MEXSAT 3,2012-075B,2026-05-17T20:39:46.107648,1.00269837,.00011879,0.0130,322.7313,110.1410,357.8121,0,U,39035,999,674,0,0,0
TDRS 11,2013-004A,2026-05-17T20:22:55.223328,1.00272054,.00053349,3.4769,30.7445,12.5160,323.5784,0,U,39070,999,4638,0,.83E-6,0
AMAZONAS 3,2013-006A,2026-05-18T03:56:00.869280,1.00272695,.000086,0.0207,217.0668,194.0684,182.7333,0,U,39078,999,4461,0,-.278E-5,0
AZERSPACE 1,2013-006B,2026-05-18T01:54:38.767968,1.00268557,.0000773,0.0192,35.7016,20.7220,254.0264,0,U,39079,999,4850,0,.138E-5,0
SBIRS GEO-2 (USA 241),2013-011A,2026-05-17T06:41:33.534240,1.00271490,.00022331,4.4243,52.4808,358.2073,234.8846,0,U,39120,999,4822,0,-.28E-5,0
EUTELSAT 117 WEST A,2013-012A,2026-05-18T04:20:38.610816,1.00271658,.0002538,0.0583,79.7826,330.8504,133.6003,0,U,39122,999,4813,0,-.9E-7,0
ANIK G1,2013-014A,2026-05-18T02:17:28.698720,1.00271418,.0001609,0.0471,96.8661,293.5094,132.4804,0,U,39127,999,4795,0,-.69E-6,0
ZHONGXING-11,2013-020A,2026-05-18T00:21:21.528000,1.00269961,.0001745,0.0505,77.7764,349.2523,271.9365,0,U,39157,999,4759,0,-.285E-5,0
EUTELSAT 7B,2013-022A,2026-05-18T01:31:38.578080,1.00272546,.0005351,0.0695,2.2468,25.8745,237.5597,0,U,39163,999,4764,0,.53E-6,0
WGS F5 (USA 243),2013-024A,2026-05-17T20:57:44.383968,1.00270779,.00003045,0.0169,291.4789,352.2850,213.7302,0,U,39168,999,4687,0,-.279E-5,0
SES-6,2013-026A,2026-05-18T05:01:05.755296,1.00269995,.0002563,0.0188,328.9002,83.3266,218.4540,0,U,39172,999,4742,0,-.257E-5,0
IRNSS-1A,2013-034A,2026-05-10T21:46:25.438368,1.00276702,.00166344,35.6409,64.4033,186.4157,359.4683,0,U,39199,999,4699,0,.87E-6,0
MUOS-2,2013-036A,2026-05-17T22:01:47.086176,1.00274616,.0050505,4.9362,45.4839,179.2536,153.3216,0,U,39206,999,4688,0,-.9E-7,0
ALPHASAT,2013-038A,2026-05-17T11:03:46.914624,1.00266296,.00021097,2.9952,1.6079,62.4145,1.9158,0,U,39215,999,4371,0,.139E-5,0
INSAT-3D,2013-038B,2026-05-17T21:49:33.259008,1.00271802,.00010166,1.8488,82.8983,300.2472,309.3684,0,U,39216,999,4677,0,-.334E-5,0
WGS F6 (USA 244),2013-041A,2026-05-18T04:28:38.560224,1.00270888,.0000271,0.0164,324.5146,297.2064,266.1245,0,U,39222,999,4576,0,.93E-6,0
ES'HAIL 1,2013-044A,2026-05-17T19:38:38.653152,1.00273686,.00019731,0.0510,344.2018,62.0322,149.4543,0,U,39233,999,4632,0,.149E-5,0
GSAT-7,2013-044B,2026-05-17T20:52:27.041088,1.00271627,.0003901,0.0719,94.7750,202.6802,325.2405,0,U,39234,999,4495,0,-.72E-6,0
AMOS-4,2013-045A,2026-05-18T05:04:38.650080,1.00273081,.0002848,0.0597,98.3416,300.8851,337.8499,0,U,39237,999,4665,0,.11E-6,0
AEHF-3 (USA 246),2013-050A,2026-05-17T15:16:38.828064,1.00273834,.00880621,5.2195,67.4681,188.4471,84.3252,0,U,39256,999,4534,0,.34E-6,0
ASTRA 2E,2013-056A,2026-05-18T01:15:38.668032,1.00271193,.0002696,0.0646,326.0077,85.4183,231.7248,0,U,39285,999,4611,0,.155E-5,0
FM-6,2013-058A,2026-05-18T04:20:38.610816,1.00270320,.0001587,0.0037,55.0035,70.1492,59.5235,0,U,39360,999,4577,0,-.11E-6,0
RADUGA-1M 3,2013-062A,2026-05-17T23:40:51.661056,1.00271096,.0001418,5.8830,72.7297,254.2912,298.8581,0,U,39375,999,4580,0,.157E-5,0
SES-8,2013-071A,2026-05-18T04:10:21.669888,1.00270832,.0002431,0.0144,295.8825,132.1907,325.3921,0,U,39460,999,4412,0,-.265E-5,0
INMARSAT 5-F1,2013-073A,2026-05-18T05:04:38.650080,1.00271758,.0000519,0.0147,335.9230,306.1882,92.5849,0,U,39476,999,4527,0,.32E-6,0
TKSAT-1 (TUPAC KATARI),2013-075A,2026-05-18T03:56:38.747040,1.00269249,.0002597,0.0171,244.6841,147.6616,175.4740,0,U,39481,999,4530,0,-.19E-5,0
EXPRESS-AM5,2013-077A,2026-05-17T21:52:32.971008,1.00270855,.00016909,0.0148,284.4789,15.0397,44.2717,0,U,39487,999,4605,0,-.275E-5,0
GSAT-14,2014-001A,2026-05-17T21:10:59.238912,1.00271390,.0000923,0.0083,45.8831,287.5945,293.8640,0,U,39498,999,4507,0,-.72E-6,0
THAICOM 6,2014-002A,2026-05-17T21:35:01.106304,1.00271712,.00037189,0.0620,107.4781,341.4225,188.9848,0,U,39500,999,4515,0,-.116E-5,0
TDRS 12,2014-004A,2026-05-18T04:22:38.724096,1.00276938,.0002665,3.9488,18.5907,224.7044,17.1844,0,U,39504,999,4397,0,-.268E-5,0
ABS-2,2014-006A,2026-05-18T05:17:38.816160,1.00271311,.0003764,0.0504,94.9590,315.7229,339.5705,0,U,39508,999,4497,0,-.82E-6,0
ATHENA-FIDUS,2014-006B,2026-05-18T01:07:38.703936,1.00271825,.0001218,0.0085,333.5548,84.7283,232.1701,0,U,39509,999,4478,0,.159E-5,0
TURKSAT 4A,2014-007A,2026-05-17T23:54:38.672352,1.00272145,.0001975,0.0298,311.8480,11.9310,312.5825,0,U,39522,999,4466,0,.151E-5,0
EXPRESS-AT1,2014-010A,2026-05-17T21:29:33.831744,1.00295090,.00027524,0.1780,85.8017,28.6056,142.8221,0,U,39612,999,4451,0,.56E-6,0
EXPRESS-AT2,2014-010B,2026-05-18T01:54:38.767968,1.00272761,.0000827,0.0162,301.1651,332.0329,47.2474,0,U,39613,999,4419,0,.83E-6,0
AMAZONAS 4A,2014-011A,2026-05-18T03:48:38.800224,1.00270022,.0002826,0.0578,185.6412,260.8082,132.5757,0,U,39616,999,4441,0,-.248E-5,0
ASTRA 5B,2014-011B,2026-05-18T01:15:38.668032,1.00273113,.0002206,0.0471,359.5952,35.8895,242.6956,0,U,39617,999,4436,0,.142E-5,0
IRNSS-1B,2014-017A,2026-05-15T20:48:38.609856,1.00278961,.00240366,28.9801,240.9591,184.7684,175.1746,0,U,39635,999,4447,0,.107E-5,0
LUCH-5V,2014-023A,2026-05-17T20:27:21.786336,1.00274515,.0001816,5.0580,70.0424,10.4203,196.6538,0,U,39727,999,4405,0,-.265E-5,0
KAZSAT-3,2014-023B,2026-05-18T02:48:51.779808,1.00272091,.0000162,0.0625,86.2448,27.4474,222.8381,0,U,39728,999,4215,0,.65E-6,0
EUTELSAT 3B,2014-030A,2026-05-18T01:31:38.578080,1.00270870,.0003777,0.0645,358.3548,56.7026,206.7001,0,U,39773,999,4376,0,.24E-6,0
ASIASAT 8 (AMOS-7),2014-046A,2026-05-17T21:42:41.416992,1.00270042,.00011926,0.0162,321.4208,105.1249,240.0394,0,U,40107,999,10184,0,-.327E-5,0
ASIASAT 6,2014-052A,2026-05-18T00:30:38.725056,1.00271563,.0000595,0.0358,84.3251,308.7329,330.2417,0,U,40141,999,4277,0,-.357E-5,0
OPTUS 10,2014-054A,2026-05-17T20:14:26.037024,1.00271955,.00020551,0.1236,334.1883,79.3767,281.5972,0,U,40146,999,4272,0,-.142E-5,0
MEASAT-3B,2014-054B,2026-05-18T04:10:21.669888,1.00270938,.0003422,0.0748,67.0093,351.6339,331.3341,0,U,40147,999,4260,0,-.237E-5,0
HIMAWARI-8,2014-060A,2026-05-17T21:08:43.789632,1.00272537,.00006555,0.0157,23.0823,52.2894,258.0418,0,U,40267,999,4245,0,-.27E-5,0
IRNSS-1C,2014-061A,2026-05-17T21:36:15.986592,1.00274138,.00224163,6.4413,89.5019,359.0138,194.1197,0,U,40269,999,4238,0,-.157E-5,0
INTELSAT 30 (IS-30),2014-062A,2026-05-18T04:39:57.887136,1.00272192,.0000645,0.0252,32.5024,342.5644,195.7571,0,U,40271,999,649,0,-.147E-5,0
ARSAT 1,2014-062B,2026-05-18T03:50:39.676416,1.00270448,.0001604,0.0624,81.6421,321.3960,178.6785,0,U,40272,999,4232,0,-.255E-5,0
EUTELSAT 53A,2014-064A,2026-05-18T01:54:38.767968,1.00271448,.0000526,0.0146,284.9750,316.6286,75.8517,0,U,40277,999,4126,0,.102E-5,0
GSAT-16,2014-078A,2026-05-18T01:54:38.767968,1.00272861,.0007398,0.0118,341.8721,92.2201,245.4263,0,U,40332,999,4180,0,.89E-6,0
DIRECTV 14,2014-078B,2026-05-18T04:04:38.694720,1.00270397,.0000534,0.0113,349.3305,219.5097,348.9516,0,U,40333,999,4174,0,-.121E-5,0
YAMAL 401,2014-082A,2026-05-18T04:15:21.682656,1.00270200,.0000472,0.0219,281.8149,147.9956,319.8381,0,U,40345,999,4161,0,0,0
ASTRA 2G,2014-089A,2026-05-18T01:15:38.668032,1.00271740,.0004657,0.0497,0.1140,55.6103,227.1420,0,U,40364,999,4166,0,.154E-5,0
FENGYUN 2G,2014-090A,2026-05-17T19:58:20.079840,1.00263042,.00032065,5.5626,73.1718,137.9566,63.5216,0,U,40367,999,4169,0,-.296E-5,0
MUOS-3,2015-002A,2026-05-18T01:47:38.461344,1.00273323,.0050961,4.4641,43.3859,179.6336,24.1644,0,U,40374,999,4128,0,-.125E-5,0
INMARSAT 5-F2,2015-005A,2026-05-18T03:20:52.431072,1.00271201,.0001868,0.0154,330.3101,222.6784,38.0301,0,U,40384,999,4069,0,-.281E-5,0
ABS-3A,2015-010A,2026-05-18T01:39:38.517984,1.00272302,.0001984,0.0143,289.3461,81.5824,246.7865,0,U,40424,999,4107,0,-.21E-6,0
EUTELSAT 115 WEST B,2015-010B,2026-05-17T20:39:46.107648,1.00271196,.00003538,0.0176,133.3858,308.8038,348.4056,0,U,40425,999,4108,0,-.19E-6,0
EXPRESS-AM7,2015-012A,2026-05-18T01:06:50.706144,1.00270026,.0002821,0.0171,311.6002,104.0317,236.8122,0,U,40505,999,4070,0,.155E-5,0
BEIDOU-3S IGSO-1S,2015-019A,2026-05-17T21:54:21.845376,1.00256363,.003804,49.2532,295.8244,190.0346,172.1273,0,U,40549,999,4077,0,-.185E-5,0
THOR 7,2015-022A,2026-05-18T01:31:38.578080,1.00271519,.0002276,0.0450,100.0195,312.2830,205.7141,0,U,40613,999,4051,0,-.4E-7,0
TURKMENALEM52E/MONACOSAT,2015-023A,2026-05-18T01:54:38.767968,1.00270080,.0002799,0.0358,71.7490,340.0429,264.6575,0,U,40617,999,4054,0,.109E-5,0
DIRECTV 15,2015-026A,2026-05-17T22:26:38.574816,1.00272110,.000039,0.0470,96.1201,162.5145,210.7888,0,U,40663,999,4016,0,-.97E-6,0
SKY MEXICO-1,2015-026B,2026-05-18T03:48:38.800224,1.00271444,.0001732,0.0175,318.3478,105.4248,150.4602,0,U,40664,999,4015,0,-.23E-5,0
METEOSAT-11 (MSG-4),2015-034A,2026-05-17T21:15:20.196288,1.00270810,.00017424,3.1267,71.2718,355.6621,136.7294,0,U,40732,999,691,0,.66E-6,0
STAR ONE C4,2015-034B,2026-05-18T03:50:40.123104,1.00270631,.0002294,0.0412,38.9883,359.1405,185.4057,0,U,40733,999,3971,0,-.261E-5,0
WGS F7 (USA 263),2015-036A,2026-05-17T21:28:38.565120,1.00272701,.0000205,0.0122,324.3032,65.9191,342.5505,0,U,40746,999,3956,0,.23E-6,0
INTELSAT 34 (IS-34),2015-039A,2026-05-18T02:44:02.669856,1.00271315,.0000499,0.0123,305.2397,350.6969,285.3974,0,U,40874,999,3933,0,-.281E-5,0
EUTELSAT 8 WEST B,2015-039B,2026-05-18T01:39:38.517984,1.00272019,.0003968,0.0704,11.6188,44.2267,196.8375,0,U,40875,999,3935,0,-.61E-6,0
GSAT-6,2015-041A,2026-05-17T21:36:08.499168,1.00269293,.00032245,1.8422,82.9541,335.5083,223.6585,0,U,40880,999,3929,0,-.154E-5,0
INMARSAT 5-F3,2015-042A,2026-05-17T20:56:38.831424,1.00273250,.0000414,0.0172,333.5219,34.3385,1.4648,0,U,40882,999,3926,0,.56E-6,0
MUOS-4,2015-044A,2026-05-18T05:17:38.816160,1.00271824,.0059759,4.2752,42.0532,3.0920,345.1678,0,U,40887,999,3925,0,-.9E-6,0
TJS-1,2015-046A,2026-05-17T21:54:51.618816,1.00270405,.0005619,0.2455,84.8198,339.9238,294.5889,0,U,40892,999,3926,0,-.151E-5,0
EXPRESS-AM8,2015-048A,2026-05-17T19:26:00.679776,1.00269806,.00004227,0.0148,283.0947,7.8537,222.0713,0,U,40895,999,3904,0,-.106E-5,0
BEIDOU-3S IGSO-2S,2015-053A,2026-05-17T19:32:09.683808,1.00266069,.0064802,49.2706,259.1435,191.0722,174.7439,0,U,40938,999,3905,0,-.159E-5,0
SKY MUSTER 1 (NBN1A),2015-054A,2026-05-17T21:52:40.459296,1.00272044,.0001678,0.0123,279.8651,126.5446,297.6274,0,U,40940,999,3895,0,-.273E-5,0
ARSAT 2,2015-054B,2026-05-18T03:48:38.800224,1.00270661,.0002006,0.0625,83.8534,317.6591,170.5037,0,U,40941,999,3900,0,-.221E-5,0
MORELOS 3,2015-056A,2026-05-17T20:40:23.548224,1.00272254,.00025511,3.1638,14.2568,358.2258,60.0732,0,U,40946,999,3898,0,-.39E-6,0
APSTAR-9,2015-059A,2026-05-17T21:53:10.411584,1.00272431,.00014879,0.0455,45.2353,156.0572,144.6245,0,U,40982,999,3881,0,-.26E-5,0
TURKSAT 4B,2015-060A,2026-05-18T01:54:38.767968,1.00271777,.0002092,0.0570,93.1683,322.8666,258.3824,0,U,40984,999,3879,0,.12E-5,0
ZHONGXING-2C,2015-063A,2026-05-17T21:42:11.464704,1.00270583,.00074229,0.1938,91.5071,102.2419,110.8594,0,U,41021,999,3867,0,-.318E-5,0
GSAT-15,2015-065A,2026-05-18T04:10:21.669888,1.00269440,.0003334,0.0178,246.3751,172.9458,332.6409,0,U,41028,999,3849,0,-.253E-5,0
BADR-7 (ARABSAT-6B),2015-065B,2026-05-17T14:56:38.685408,1.00273924,.00026642,0.0224,225.2268,346.2486,274.0252,0,U,41029,999,3846,0,.151E-5,0
LAOSAT 1,2015-067A,2026-05-17T21:49:18.283296,1.00269812,.00020561,0.0159,223.3999,147.3606,320.6906,0,U,41034,999,3855,0,-.338E-5,0
TELSTAR 12V,2015-068A,2026-05-18T01:47:38.461344,1.00271325,.0002212,0.0170,306.7545,99.1516,201.7819,0,U,41036,999,3832,0,-.114E-5,0
ELEKTRO-L 2,2015-074A,2026-05-17T04:01:46.412256,1.00271972,.00015023,6.6158,70.8948,257.5246,312.3954,0,U,41105,999,3819,0,-.111E-5,0
COSMOS 2513,2015-075A,2026-05-17T21:35:31.057728,1.00271482,.00031834,0.0677,98.9578,314.7385,226.0379,0,U,41121,999,3824,0,-.133E-5,0
EXPRESS-AMU1,2015-082A,2026-05-18T01:07:38.703936,1.00273179,.0002575,0.0160,34.6500,11.9803,242.1332,0,U,41191,999,3796,0,.16E-5,0
GAOFEN-4,2015-083A,2026-05-17T21:42:48.905280,1.00270461,.00025033,0.3487,83.0825,133.2319,90.7199,0,U,41194,999,3822,0,-.329E-5,0
BELINTERSAT-1,2016-001A,2026-05-17T21:27:19.046880,1.00270636,.00024999,0.0310,234.7658,148.1698,225.9461,0,U,41238,999,3793,0,.113E-5,0
IRNSS-1E,2016-003A,2026-05-17T20:58:41.298240,1.00278462,.00178026,33.1710,60.1883,181.1964,60.5597,0,U,41241,999,3777,0,-.31E-5,0
EUTELSAT 9B,2016-005A,2026-05-18T01:23:38.853312,1.00270788,.0002521,0.0652,78.6115,294.7738,252.2656,0,U,41310,999,3781,0,.66E-6,0
SES-9,2016-013A,2026-05-17T21:43:33.833280,1.00270731,.0001978,0.0123,346.1548,82.3365,241.3113,0,U,41380,999,3713,0,-.34E-5,0
EUTELSAT 65 WEST A,2016-014A,2026-05-18T03:48:10.830816,1.00269387,.0002015,0.0966,56.7433,351.9443,179.0113,0,U,41382,999,3722,0,-.272E-5,0
BEIDOU-2 IGSO-6,2016-021A,2026-05-17T16:52:21.753984,1.00264285,.00572728,60.1850,38.3434,232.4586,312.1145,0,U,41434,999,3717,0,-.171E-5,0
IRNSS-1G,2016-027A,2026-05-17T20:06:56.755296,1.00265223,.00063632,5.1227,98.1800,351.3145,217.3098,0,U,41469,999,3687,0,-.329E-5,0
JCSAT-2B,2016-028A,2026-05-17T20:13:56.084736,1.00270196,.00007789,0.0176,327.3241,80.2637,285.4413,0,U,41471,999,3682,0,-.16E-5,0
THAICOM 8,2016-031A,2026-05-17T21:35:01.106304,1.00269918,.00037987,0.0762,55.2813,344.7945,237.8010,0,U,41552,999,3641,0,-.116E-5,0
INTELSAT 31 (IS-31),2016-035A,2026-05-18T04:04:38.694720,1.00271165,.0001729,0.0139,258.7752,13.3244,289.8682,0,U,41581,999,3638,0,-.147E-5,0
BEIDOU-2 G7,2016-037A,2026-05-17T21:44:11.272992,1.00266844,.00072875,1.6449,69.0329,358.9569,244.1779,0,U,41586,999,658,0,-.348E-5,0
ABS-2A (MONGOLSAT-1),2016-038A,2026-05-17T21:10:59.252736,1.00267787,.0001472,0.0124,305.7537,46.4756,275.8338,0,U,41588,999,3640,0,-.78E-6,0
EUTELSAT 117 WEST B,2016-038B,2026-05-18T04:20:38.610816,1.00269577,.0000414,0.0121,130.3897,296.8329,116.8145,0,U,41589,999,3636,0,-.7E-7,0
BRISAT,2016-039A,2026-05-17T21:55:32.683008,1.00271182,.0001992,0.0131,284.1140,124.1908,306.6951,0,U,41591,999,3630,0,-.191E-5,0
ECHOSTAR 18,2016-039B,2026-05-17T20:55:07.135104,1.00268806,.00011724,0.0159,322.9116,89.1109,75.9514,0,U,41592,999,3632,0,0,0
MUOS-5,2016-041A,2026-05-18T04:04:38.694720,1.00267787,.0195722,2.2681,301.1120,261.3085,349.5467,0,U,41622,999,3678,0,-.126E-5,0
